NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Sex,Age,Phases,Enrollment,Funder Type,Study Type,Study Design,Adult,Older Adult,Child,,,
NCT05425576,OT-101 in Combination With Pembrolizumab in Subjects With Malignant Pleural Mesothelioma Failing to Respond to Checkpoint Inhibition,https://clinicaltrials.gov/study/NCT05425576,NOT_YET_RECRUITING,Malignant Pleural Mesothelioma,DRUG: OT-101,Oncotelic Inc.,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,63,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05245474,Neoadjuvant Long-course Chemoradiation Plus PD-1 Blockade for Mid-low Locally Advanced Rectal Cancer,https://clinicaltrials.gov/study/NCT05245474,RECRUITING,Locally Advanced Rectal Cancer,"COMBINATION_PRODUCT: Long-course chemoradiation, with or without Tislelizumab (PD-1 inhibitor)",Beijing Friendship Hospital,"Beijing Chao Yang Hospital|Xuanwu Hospital, Beijing|Beijing Hospital|Peking Union Medical College Hospital|Peking University First Hospital|Peking University People's Hospital|Peking University Cancer Hospital & Institute|BeiGene",ALL,"ADULT, OLDER_ADULT",PHASE2,186,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07123090,"A Study of Sasanlimab, Palbociclib and Axitinib in Metastatic Renal Cell Carcinoma",https://clinicaltrials.gov/study/NCT07123090,RECRUITING,Metastatic Renal Cell Carcinoma|Metastatic Renal Cancer|Renal Cell Carcinoma|Advanced Clear Cell Renal Cell Carcinoma|Kidney Cancer|Translocation Renal Cell Carcinoma,DRUG: Sasanlimab|DRUG: Palbociclib|DRUG: Axitinib,Stephanie Berg,Pfizer,ALL,"ADULT, OLDER_ADULT",PHASE2,25,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06345482,A Study of MHB039A for Advanced Solid Tumor,https://clinicaltrials.gov/study/NCT06345482,ACTIVE_NOT_RECRUITING,Advanced Solid Tumor,DRUG: MHB039A,Minghui Pharmaceutical (Hangzhou) Ltd,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,196,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06581380,JK-1201I Compared with Topotecan in Patients with Relapsed Extensive Stage Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT06581380,NOT_YET_RECRUITING,Small Cell Lung Cancer,DRUG: JK-1201I|DRUG: Topotecan,"JenKem Technology Co., Ltd.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,394,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03424850,"Safety and Efficacy of 21 Gy, 23 Gy and 25 Gy for High Dose Rate (HDR) Prostate Brachytherapy",https://clinicaltrials.gov/study/NCT03424850,RECRUITING,Prostate Cancer|Prostate Neoplasm,RADIATION: HDR brachytherapy,Washington University School of Medicine,None listed,MALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,36,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT04178174,Stereotactic Boost and Short-course Radiation Therapy for Oropharynx Cancer,https://clinicaltrials.gov/study/NCT04178174,RECRUITING,Head and Neck Cancer|Oropharynx Cancer|Human Papilloma Virus,RADIATION: SABR boost and de-escalated chemoradiation|RADIATION: Standard chemoradiation,Centre hospitalier de l'Université de Montréal (CHUM),M.D. Anderson Cancer Center|London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's|Jewish General Hospital,ALL,"ADULT, OLDER_ADULT",PHASE3,360,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06616597,Trial Targeting Gut Bacterial Androgen Production to Reverse Therapeutic Resistance to Abiraterone in Patients With Metastatic Prostate Cancer,https://clinicaltrials.gov/study/NCT06616597,RECRUITING,Prostate Cancer (Adenocarcinoma)|Metastatic Prostate Cancer,DRUG: Abiraterone acetate|DRUG: Dexamethasone|DRUG: Metronidazole,Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins,United States Department of Defense|Prostate Cancer Foundation,MALE,"ADULT, OLDER_ADULT",PHASE2,58,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06911710,The Application of CAR-T Cell Therapy in Relapsed and Refractory Malignant Hematologic Tumors,https://clinicaltrials.gov/study/NCT06911710,RECRUITING,"Lymphoma, B-cell, Aggressive Non-Hodgkin (B-NHL)|AML (Acute Myelogenous Leukemia)|Myeloma Multiple|B-ALL|T-ALL/Lymphoma|T-lymphocyte Lymphoma","DRUG: CAR-T Cells infusion（CAR2219,CAR2019, CAR19 etc）",Tianjin Medical University General Hospital,"Hebei Taihe Chunyu Biotechnology Co., Ltd",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,90,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03155620,"Targeted Therapy Directed by Genetic Testing in Treating Pediatric Patients With Relapsed or Refractory Advanced Solid Tumors, Non-Hodgkin Lymphomas, or Histiocytic Disorders (The Pediatric MATCH Screening Trial)",https://clinicaltrials.gov/study/NCT03155620,ACTIVE_NOT_RECRUITING,Advanced Malignant Solid Neoplasm|Ann Arbor Stage III Non-Hodgkin Lymphoma|Ann Arbor Stage IV Non-Hodgkin Lymphoma|Histiocytic Sarcoma|Juvenile Xanthogranuloma|Langerhans Cell Histiocytosis|Malignant Glioma|Recurrent Childhood Rhabdomyosarcoma|Recurrent Ependymoma|Recurrent Ewing Sarcoma|Recurrent Glioma|Recurrent Hepatoblastoma|Recurrent Langerhans Cell Histiocytosis|Recurrent Malignant Germ Cell Tumor|Recurrent Malignant Solid Neoplasm|Recurrent Medulloblastoma|Recurrent Neuroblastoma|Recurrent Non-Hodgkin Lymphoma|Recurrent Osteosarcoma|Recurrent Peripheral Primitive Neuroectodermal Tumor|Recurrent Primary Central Nervous System Neoplasm|Recurrent Rhabdoid Tumor|Recurrent Soft Tissue Sarcoma|Refractory Ewing Sarcoma|Refractory Glioma|Refractory Hepatoblastoma|Refractory Langerhans Cell Histiocytosis|Refractory Malignant Germ Cell Tumor|Refractory Malignant Solid Neoplasm|Refractory Medulloblastoma|Refractory Neuroblastoma|Refractory Non-Hodgkin Lymphoma|Refractory Osteosarcoma|Refractory Peripheral Primitive Neuroectodermal Tumor|Refractory Primary Central Nervous System Neoplasm|Refractory Rhabdoid Tumor|Refractory Rhabdomyosarcoma|Rhabdoid Tumor|Stage III Osteosarcoma AJCC v7|Stage III Soft Tissue Sarcoma AJCC v7|Stage IV Osteosarcoma AJCC v7|Stage IV Soft Tissue Sarcoma AJCC v7|Stage IVA Osteosarcoma AJCC v7|Stage IVB Osteosarcoma AJCC v7|Wilms Tumor,PROCEDURE: Biopsy Procedure|PROCEDURE: Biospecimen Collection|PROCEDURE: Bone Marrow Aspiration and Biopsy|PROCEDURE: Bone Scan|PROCEDURE: Computed Tomography|DRUG: Ensartinib|DRUG: Erdafitinib|DRUG: Ivosidenib|OTHER: Laboratory Biomarker Analysis|DRUG: Larotrectinib Sulfate|PROCEDURE: Magnetic Resonance Imaging|PROCEDURE: Mutation Carrier Screening|DRUG: Olaparib|DRUG: Palbociclib|OTHER: Pharmacological Study|PROCEDURE: Positron Emission Tomography|PROCEDURE: Radionuclide Imaging|DRUG: Samotolisib|DRUG: Selpercatinib|DRUG: Selumetinib Sulfate|DRUG: Tazemetostat|DRUG: Tipifarnib|DRUG: Ulixertinib|DRUG: Vemurafenib|PROCEDURE: X-Ray Imaging,National Cancer Institute (NCI),None listed,ALL,"CHILD, ADULT",PHASE2,1377,NIH,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: SCREENING,1,0,1,,,
NCT06084780,Intestinal & Multivisceral Transplantation for Unresectable Mucinous Carcinoma Peritonei (TRANSCAPE),https://clinicaltrials.gov/study/NCT06084780,NOT_YET_RECRUITING,Secondary Malignant Neoplasm of Retroperitoneum|Secondary Malignant Neoplasm of Peritoneum|Pseudomyxoma Peritonei,"PROCEDURE: Intestinal, Multivisceral or Modified Multivisceral Transplantation|DRUG: Alemtuzumab|DRUG: Tacrolimus|DRUG: Sirolimus",Case Comprehensive Cancer Center,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06494579,Lamivudine for Solid Tumors,https://clinicaltrials.gov/study/NCT06494579,ACTIVE_NOT_RECRUITING,Relapsed/Refractory Solid Tumors,DRUG: Lamivudine|DRUG: PD-L1 Blocker,Thomas Marron,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,12,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03970746,"Safety, Immunogenicity and Preliminary Clinical Activity Study of PDC*lung01 Cancer Vaccine in NSCLC",https://clinicaltrials.gov/study/NCT03970746,ACTIVE_NOT_RECRUITING,Non Small Cell Lung Cancer,BIOLOGICAL: PDC*lung01|DRUG: Keytruda Injectable Product|DRUG: Alimta Injectable Product,PDC*line Pharma SAS,None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,73,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05381103,PSMA-PET to Guide Prostatectomy,https://clinicaltrials.gov/study/NCT05381103,RECRUITING,Prostate Cancer,DIAGNOSTIC_TEST: PSMA-PET and SOC MRI|DIAGNOSTIC_TEST: SOC MRI,"Five Eleven Pharma, Inc.",Indiana University,MALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,288,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: SINGLE (OUTCOMES_ASSESSOR) | Primary Purpose: DIAGNOSTIC,1,1,0,,,
NCT03688178,DC Migration Study to Evaluate TReg Depletion In GBM Patients With and Without Varlilumab,https://clinicaltrials.gov/study/NCT03688178,ACTIVE_NOT_RECRUITING,Glioblastoma,BIOLOGICAL: Human CMV pp65-LAMP mRNA-pulsed autologous DCs|DRUG: Temozolomide|BIOLOGICAL: Varlilumab|BIOLOGICAL: Td|BIOLOGICAL: Unpulsed DCs,"Annick Desjardins, MD",Celldex Therapeutics,ALL,"ADULT, OLDER_ADULT",PHASE2,43,OTHER,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR) | Primary Purpose: TREATMENT",1,1,0,,,
NCT03361735,"Radium Ra 223 Dichloride, Hormone Therapy and Stereotactic Body Radiation Therapy in Treating Patients With Metastatic Prostate Cancer",https://clinicaltrials.gov/study/NCT03361735,ACTIVE_NOT_RECRUITING,Prostate Adenocarcinoma,DRUG: Leuprolide Acetate|DRUG: Goserelin Acetate|RADIATION: Stereotactic Body Radiation Therapy|RADIATION: Radium Ra 223 Dichloride|OTHER: Laboratory Biomarker Analysis|DRUG: Degarelix,City of Hope Medical Center,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,25,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07319676,Antigen Targeted T Cell Therapy for Relapsed/Refractory B Cell Lymphomas,https://clinicaltrials.gov/study/NCT07319676,RECRUITING,B-cell Lymphoma Refractory,OTHER: CART infusion,"National University Hospital, Singapore",None listed,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,30,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT07490990,"Disitamab Vedotin Combined With Sintilimab and Multimodal Radiotherapy for HER2-Positive Advanced Gastric Cancer After Second-Line Treatment Failure: A Prospective, Single-Arm Phase II Clinical Trial",https://clinicaltrials.gov/study/NCT07490990,NOT_YET_RECRUITING,HER2-positive Advanced Gastric Cancer or Gastroesophageal Junction Adenocarcinoma,DRUG: Disitamab vedotin + Sintilimab + Multimodality radiotherapy,West China Hospital,Jiangsu Taizhou People's Hospital|Chengdu First People's Hospital,ALL,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06434597,A Clinical Study of SPH5030 Tablets in the Treatment of Her2-positive/Mutated Biliary Tract OR Colorectal Cancer Patients.,https://clinicaltrials.gov/study/NCT06434597,RECRUITING,Biliary Tract or Colorectal Cancer With Her2-positive/Mutated,DRUG: SPH5030,"Shanghai Pharmaceuticals Holding Co., Ltd",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,60,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05720260,"Immunotherapy, Hormone Therapy, and AKT Inhibitor for Premenopausal ER Positive MBC",https://clinicaltrials.gov/study/NCT05720260,RECRUITING,Premenopausal Breast Cancer|Metastatic Breast Cancer|ER Positive Breast Cancer,DRUG: Goserelin|DRUG: Fulvestrant|DRUG: Capivasertib|DRUG: Durvalumab,National Taiwan University Hospital,None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE2,42,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06711523,Study Evaluating PEG-G-CSF Injectionin Preventing Neutropenia After Chemotherapy,https://clinicaltrials.gov/study/NCT06711523,ACTIVE_NOT_RECRUITING,"Neutropenia, Chemotherapy-Induced Febrile|Breast Neoplasm Female","DRUG: PEG-G-CSF injection (Kexing Biopharmaceutical Co., Ltd.)|DRUG: PEG-G-CSF injection (Neulasta®，Amgen Europe B.V.)","Kexing Biopharm Co., Ltd.",None listed,FEMALE,"ADULT, OLDER_ADULT",PHASE3,250,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR) | Primary Purpose: TREATMENT",1,1,0,,,
NCT07554859,GFH375 Monotherapy and Combination Therapy as First-Line Treatment for Advanced KRAS G12D-Mutant Non-Small Cell Lung Cancer,https://clinicaltrials.gov/study/NCT07554859,NOT_YET_RECRUITING,NSCLC (Advanced Non-small Cell Lung Cancer),DRUG: ArmA:GFH375|DRUG: Arm B:GFH375|DRUG: Arm C:GFH375,Genfleet Therapeutics (Shanghai) Inc.,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,90,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT02886585,Pembrolizumab In Central Nervous System Metastases,https://clinicaltrials.gov/study/NCT02886585,ACTIVE_NOT_RECRUITING,Brain Metastases,DRUG: Pembrolizumab|RADIATION: MRI|RADIATION: PET/CT|PROCEDURE: Stereotactic Radiosurgery,Massachusetts General Hospital,Merck Sharp & Dohme LLC,ALL,"ADULT, OLDER_ADULT",PHASE2,101,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06959615,A Phase I/IIa Study of JAB-23E73 in Patients With Advanced Solid Tumors Harboring KRAS Gene Alteration,https://clinicaltrials.gov/study/NCT06959615,RECRUITING,Advanced Solid Tumor,DRUG: JAB-23E73|DRUG: JAB-23E73,"Jacobio Pharmaceuticals Co., Ltd.",None listed,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1|PHASE2,334,INDUSTRY,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: SEQUENTIAL | Masking: NONE | Primary Purpose: TREATMENT,1,1,1,,,
NCT06499350,A Study of FC084CSA in Combination of Tislelizumab in Patients With Advanced Malignant Solid Tumors,https://clinicaltrials.gov/study/NCT06499350,RECRUITING,Advanced Malignant Solid Tumors,DRUG: FC084CSA+Tislelizumab combination (dose escalation)|DRUG: RP2D of FC084CSA+Tislelizumab combination (dose expansion),"FindCure Biosciences (ZhongShan) Co., Ltd.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,33,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05923190,Enfortumab Vedotin Schedule De-escalation in Metastatic Urothelial Carcinoma,https://clinicaltrials.gov/study/NCT05923190,ACTIVE_NOT_RECRUITING,Urothelial Carcinoma|Metastatic Urothelial Carcinoma|Locally Advanced Urothelial Carcinoma,DRUG: Enfortumab vedotin|DRUG: Pembrolizumab,Fox Chase Cancer Center,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,INTERVENTIONAL,Allocation: NON_RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03504397,A Study to Compare Zolbetuximab (IMAB362) and Chemotherapy With Placebo and Chemotherapy in Adults With Gastric Cancer.,https://clinicaltrials.gov/study/NCT03504397,ACTIVE_NOT_RECRUITING,Locally Advanced Unresectable Gastroesophageal Junction (GEJ) Adenocarcinoma or Cancer|Locally Advanced Unresectable Gastric Adenocarcinoma or Cancer|Metastatic Gastric Adenocarcinoma or Cancer|Metastatic Gastroesophageal Junction (GEJ) Adenocarcinoma,DRUG: zolbetuximab|DRUG: placebo|DRUG: oxaliplatin|DRUG: folinic acid|DRUG: fluorouracil,"Astellas Pharma Global Development, Inc.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,565,INDUSTRY,INTERVENTIONAL,"Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: DOUBLE (PARTICIPANT, INVESTIGATOR) | Primary Purpose: TREATMENT",1,1,0,,,
NCT04181060,Osimertinib With or Without Bevacizumab as Initial Treatment for Patients With EGFR-Mutant Lung Cancer,https://clinicaltrials.gov/study/NCT04181060,RECRUITING,Advanced Lung Non-Squamous Non-Small Cell Carcinoma|Metastatic Lung Non-Squamous Non-Small Cell Carcinoma|Recurrent Lung Non-Squamous Non-Small Cell Carcinoma|Stage IIIB Lung Cancer AJCC v8|Stage IV Lung Cancer AJCC v8,BIOLOGICAL: Bevacizumab|PROCEDURE: Biospecimen Collection|PROCEDURE: Computed Tomography|PROCEDURE: Echocardiography Test|PROCEDURE: Magnetic Resonance Imaging|PROCEDURE: Multigated Acquisition Scan|DRUG: Osimertinib,National Cancer Institute (NCI),None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,300,NIH,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT06770582,"Testing the Addition of the Immunotherapy Drug, Pembrolizumab, to Radiation Therapy Compared to the Usual Chemotherapy Treatment During Radiation Therapy for Bladder Cancer, PARRC Trial",https://clinicaltrials.gov/study/NCT06770582,RECRUITING,Non-Muscle Invasive Bladder Urothelial Carcinoma|Recurrent Non-Muscle Invasive Bladder Urothelial Carcinoma|Stage I Bladder Cancer AJCC v8,PROCEDURE: Biospecimen Collection|DRUG: Cisplatin|PROCEDURE: Computed Tomography|DRUG: Fluorouracil|DRUG: Gemcitabine|PROCEDURE: Magnetic Resonance Imaging|DRUG: Mitomycin|BIOLOGICAL: Pembrolizumab|OTHER: Questionnaire Administration|RADIATION: Radiation Therapy,National Cancer Institute (NCI),None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,160,NIH,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07751276,Perioperative Finotonlimab Plus Chemotherapy in Untreated Stage II HNSCC,https://clinicaltrials.gov/study/NCT07751276,NOT_YET_RECRUITING,Head and Neck Squamous Cell Carcinoma HNSCC,DRUG: Neoadjuvant Finotonlimab Plus Chemotherapy|PROCEDURE: Surgery|DRUG: Postoperative Finotonlimab Maintenance,"Yanjie Zhang, MD",None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,142,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07617389,Selective Mediastinal Lymph Node Sampling Versus Systematic medIastinal Lymph Node Dissection After Neoadjuvant Chemoimmunotherapy for Non-small Cell Lung Cancer (SCIENCE Study),https://clinicaltrials.gov/study/NCT07617389,NOT_YET_RECRUITING,Stage IIA-IIIB NSCLC|Selective Mediastinal Lymph Node Sampling|Systematic medIastinal Lymph Node Dissection,PROCEDURE: selective mediastinal lymph node sampling|PROCEDURE: systematic mediastinal lymph node dissection,Wen-zhao ZHONG,"Shanghai Junshi Bioscience Co., Ltd.",ALL,"ADULT, OLDER_ADULT",PHASE3,358,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05859750,A Study of AK104 With Chemotherapy as First-line Treatment in Patients With Advanced Pancreatic Cancer,https://clinicaltrials.gov/study/NCT05859750,RECRUITING,Pancreatic Cancer,"DRUG: AK104|DRUG: AK104|DRUG: Gemcitabine|DRUG: Nab-Paclitaxel|DRUG: Liposomal Irinotecan, Oxaliplatin, 5-Fluorouracil/Calcium folinate|DRUG: Oxaliplatin + Irinotecan + 5-Fluorouracil/Leucovorin",Akeso,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,78,INDUSTRY,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05538091,"Vismodegib Combined With Atezolizumab in Platinum Resistant Ovarian, Fallopian Tube, and Primary Peritoneal Cancer",https://clinicaltrials.gov/study/NCT05538091,RECRUITING,Platinum-Resistant Fallopian Tube Carcinoma|Platinum-Resistant Primary Peritoneal Carcinoma|PARP Inhibitor|Hedgehog Inhibitor,DRUG: Vismodegib|DRUG: Atezolizumab,Ronald Buckanovich,"Genentech, Inc.",FEMALE,"ADULT, OLDER_ADULT",PHASE2,48,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07340697,Evaluate RLS-1496 Topical Cream for Actinic Keratosis,https://clinicaltrials.gov/study/NCT07340697,ACTIVE_NOT_RECRUITING,Actinic Keratosis (AK),DRUG: RLS-1496 1.0% cream,"Rubedo Life Sciences, Inc.",None listed,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,24,INDUSTRY,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07454382,A Study of Elranatamab and Cyclophosphamide in People With Multiple Myeloma,https://clinicaltrials.gov/study/NCT07454382,RECRUITING,Multiple Myeloma,BIOLOGICAL: Elranatamab-bcmm|DRUG: Cyclophosphamide,Memorial Sloan Kettering Cancer Center,Pfizer,ALL,"ADULT, OLDER_ADULT",PHASE2,26,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT05563558,"Pembrolizumab, Carboplatin and Cabazitaxel in Aggressive Metastatic Castration Resistant Prostate Cancer (PEAPOD_FOS)",https://clinicaltrials.gov/study/NCT05563558,RECRUITING,Prostate Cancer Metastatic,DRUG: Pembrolizumab|DRUG: Carboplatin|DRUG: Cabazitaxel,Fundacion Oncosur,None listed,MALE,"ADULT, OLDER_ADULT",PHASE2,42,NETWORK,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07639138,Lenalidomide Plus Targeted Therapy and Immunotherapy for Refractory HCC,https://clinicaltrials.gov/study/NCT07639138,RECRUITING,Hepatocellular Carcinoma (HCC),DRUG: Lenalidomide|DRUG: Targeted Therapy|DRUG: Immune Checkpoint Inhibitors,Shunda Du,None listed,ALL,"ADULT, OLDER_ADULT",PHASE2,32,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT03660826,"Testing the Combination of Olaparib and Durvalumab, Cediranib and Durvalumab, Olaparib and Capivasertib, and Cediranib Alone in Recurrent or Refractory Endometrial Cancer Following the Earlier Phase of the Study That Tested Olaparib and Cediranib in Comparison to Cediranib Alone, and Olaparib Alone",https://clinicaltrials.gov/study/NCT03660826,ACTIVE_NOT_RECRUITING,Endometrial Adenocarcinoma|Endometrial Mixed Cell Adenocarcinoma|Endometrial Serous Adenocarcinoma|Endometrial Undifferentiated Carcinoma|Endometrioid Adenocarcinoma|Stage IV Uterine Corpus Carcinoma or Carcinosarcoma AJCC v8,PROCEDURE: Biospecimen Collection|PROCEDURE: Bone Marrow Aspirate|PROCEDURE: Bone Marrow Biopsy|DRUG: Capivasertib|DRUG: Cediranib Maleate|PROCEDURE: Computed Tomography|BIOLOGICAL: Durvalumab|PROCEDURE: Echocardiography Test|PROCEDURE: Multigated Acquisition Scan|DRUG: Olaparib,National Cancer Institute (NCI),NRG Oncology,FEMALE,"ADULT, OLDER_ADULT",PHASE2,288,NIH,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07632118,Radiotherapy With GX Regimen as Adjuvant Therapy for High-risk Patients Following Pancreatic Cancer Surgery,https://clinicaltrials.gov/study/NCT07632118,RECRUITING,Pancreatic Cancer,RADIATION: Radiotherapy + GX|DRUG: GX group,Tianjin Medical University Cancer Institute and Hospital,None listed,ALL,"ADULT, OLDER_ADULT",PHASE3,288,OTHER,INTERVENTIONAL,Allocation: RANDOMIZED | Intervention Model: PARALLEL | Masking: NONE | Primary Purpose: TREATMENT,1,1,0,,,
NCT07220720,POSLUMA® (18F-rhPSMA-7.3) PET-CT for PIRADS 2/3 Lesions,https://clinicaltrials.gov/study/NCT07220720,RECRUITING,Prostate,DRUG: Flotufolastat F 18,University of Florida,None listed,MALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,INTERVENTIONAL,Allocation: NA | Intervention Model: SINGLE_GROUP | Masking: NONE | Primary Purpose: DIAGNOSTIC,1,1,0,,,
